,Crop Production,Animal Production and Aquaculture,Forestry and Logging,"Fishing, Hunting and Trapping",Support Activities for Agriculture and Forestry,Oil and Gas Extraction,Mining (except Oil and Gas),Support Activities for Mining,Utilities,Construction of Buildings,Heavy and Civil Engineering Construction,Specialty Trade Contractors,Food Manufacturing,Beverage and Tobacco Product Manufacturing,Textile Mills,Textile Product Mills,Apparel Manufacturing,Leather and Allied Product Manufacturing,Wood Product Manufacturing,Paper Manufacturing,Printing and Related Support Activities,Petroleum and Coal Products Manufacturing,Chemical Manufacturing,Plastics and Rubber Products Manufacturing,Nonmetallic Mineral Product Manufacturing,Primary Metal Manufacturing,Fabricated Metal Product Manufacturing,Machinery Manufacturing,Computer and Electronic Product Manufacturing,"Electrical Equipment, Appliance, and Component Manufacturing",Transportation Equipment Manufacturing,Furniture and Related Product Manufacturing,Miscellaneous Manufacturing,"Merchant Wholesalers, Durable Goods","Merchant Wholesalers, Nondurable Goods",Wholesale Electronic Markets and Agents and Brokers,Motor Vehicle and Parts Dealers,Furniture and Home Furnishings Stores,Electronics and Appliance Stores,Building Material and Garden Equipment and Supplies Dealers,Food and Beverage Stores,Health and Personal Care Stores,Gasoline Stations,Clothing and Clothing Accessories Stores,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",General Merchandise Stores,Miscellaneous Store Retailers,Nonstore Retailers,Air Transportation,Rail Transportation,Water Transportation,Truck Transportation,Transit and Ground Passenger Transportation,Pipeline Transportation,Scenic and Sightseeing Transportation,Support Activities for Transportation,Postal Service,Couriers and Messengers,Warehousing and Storage,Publishing Industries (except Internet),Motion Picture and Sound Recording Industries,Broadcasting (except Internet),Telecommunications,"Data Processing, Hosting, and Related Services",Other Information Services,Monetary Authorities-Central Bank,Credit Intermediation and Related Activities,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",Insurance Carriers and Related Activities,"Funds, Trusts, and Other Financial Vehicles",Real Estate,Rental and Leasing Services,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),"Professional, Scientific, and Technical Services",Management of Companies and Enterprises,Administrative and Support Services,Waste Management and Remediation Services,Educational Services,Ambulatory Health Care Services,Hospitals,Nursing and Residential Care Facilities,Social Assistance,"Performing Arts, Spectator Sports, and Related Industries","Museums, Historical Sites, and Similar Institutions","Amusement, Gambling, and Recreation Industries",Accommodation,Food Services and Drinking Places,Repair and Maintenance,Personal and Laundry Services,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",Private Households,"Executive, Legislative, and Other General Government Support","Justice, Public Order, and Safety Activities",Administration of Human Resource Programs,Administration of Environmental Quality Programs,"Administration of Housing Programs, Urban Planning, and Community Development",Administration of Economic Programs,Space Research and Technology,National Security and International Affairs,Crop Production Flags,Animal Production and Aquaculture Flags,Forestry and Logging Flags,"Fishing, Hunting and Trapping Flags",Support Activities for Agriculture and Forestry Flags,Oil and Gas Extraction Flags,Mining (except Oil and Gas) Flags,Support Activities for Mining Flags,Utilities Flags,Construction of Buildings Flags,Heavy and Civil Engineering Construction Flags,Specialty Trade Contractors Flags,Food Manufacturing Flags,Beverage and Tobacco Product Manufacturing Flags,Textile Mills Flags,Textile Product Mills Flags,Apparel Manufacturing Flags,Leather and Allied Product Manufacturing Flags,Wood Product Manufacturing Flags,Paper Manufacturing Flags,Printing and Related Support Activities Flags,Petroleum and Coal Products Manufacturing Flags,Chemical Manufacturing Flags,Plastics and Rubber Products Manufacturing Flags,Nonmetallic Mineral Product Manufacturing Flags,Primary Metal Manufacturing Flags,Fabricated Metal Product Manufacturing Flags,Machinery Manufacturing Flags,Computer and Electronic Product Manufacturing Flags,"Electrical Equipment, Appliance, and Component Manufacturing Flags",Transportation Equipment Manufacturing Flags,Furniture and Related Product Manufacturing Flags,Miscellaneous Manufacturing Flags,"Merchant Wholesalers, Durable Goods Flags","Merchant Wholesalers, Nondurable Goods Flags",Wholesale Electronic Markets and Agents and Brokers Flags,Motor Vehicle and Parts Dealers Flags,Furniture and Home Furnishings Stores Flags,Electronics and Appliance Stores Flags,Building Material and Garden Equipment and Supplies Dealers Flags,Food and Beverage Stores Flags,Health and Personal Care Stores Flags,Gasoline Stations Flags,Clothing and Clothing Accessories Stores Flags,"Sporting Goods, Hobby, Musical Instrument, and Book Stores Flags",General Merchandise Stores Flags,Miscellaneous Store Retailers Flags,Nonstore Retailers Flags,Air Transportation Flags,Rail Transportation Flags,Water Transportation Flags,Truck Transportation Flags,Transit and Ground Passenger Transportation Flags,Pipeline Transportation Flags,Scenic and Sightseeing Transportation Flags,Support Activities for Transportation Flags,Postal Service Flags,Couriers and Messengers Flags,Warehousing and Storage Flags,Publishing Industries (except Internet) Flags,Motion Picture and Sound Recording Industries Flags,Broadcasting (except Internet) Flags,Telecommunications Flags,"Data Processing, Hosting, and Related Services Flags",Other Information Services Flags,Monetary Authorities-Central Bank Flags,Credit Intermediation and Related Activities Flags,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities Flags",Insurance Carriers and Related Activities Flags,"Funds, Trusts, and Other Financial Vehicles Flags",Real Estate Flags,Rental and Leasing Services Flags,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works) Flags,"Professional, Scientific, and Technical Services Flags",Management of Companies and Enterprises Flags,Administrative and Support Services Flags,Waste Management and Remediation Services Flags,Educational Services Flags,Ambulatory Health Care Services Flags,Hospitals Flags,Nursing and Residential Care Facilities Flags,Social Assistance Flags,"Performing Arts, Spectator Sports, and Related Industries Flags","Museums, Historical Sites, and Similar Institutions Flags","Amusement, Gambling, and Recreation Industries Flags",Accommodation Flags,Food Services and Drinking Places Flags,Repair and Maintenance Flags,Personal and Laundry Services Flags,"Religious, Grantmaking, Civic, Professional, and Similar Organizations Flags",Private Households Flags,"Executive, Legislative, and Other General Government Support Flags","Justice, Public Order, and Safety Activities Flags",Administration of Human Resource Programs Flags,Administration of Environmental Quality Programs Flags,"Administration of Housing Programs, Urban Planning, and Community Development Flags",Administration of Economic Programs Flags,Space Research and Technology Flags,National Security and International Affairs Flags
2001,735.0,591.0,50.0,7.0,136.0,6.0,121.0,21.0,448.0,2737.0,846.0,8702.0,2333.0,244.0,288.0,242.0,1085.0,68.0,574.0,706.0,1176.0,54.0,1010.0,1002.0,666.0,328.0,1917.0,1053.0,1511.0,608.0,672.0,893.0,1444.0,5180.0,5008.0,687.0,5341.0,2396.0,5552.0,4185.0,22118.0,9846.0,3624.0,19668.0,5544.0,16451.0,5142.0,1674.0,672.0,0.0,126.0,1083.0,1248.0,,160.0,1663.0,,2232.0,1403.0,1941.0,2928.0,823.0,1202.0,993.0,1099.0,9.0,6421.0,3763.0,3244.0,249.0,4298.0,3330.0,78.0,15150.0,6171.0,24925.0,693.0,34510.0,10325.0,6231.0,9097.0,9629.0,1820.0,1038.0,7444.0,5390.0,53663.0,3220.0,4537.0,6229.0,258.0,5446.0,3317.0,1194.0,289.0,123.0,804.0,,26.0,10,10,10,10,10,12,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,10,10,11,12,10,10,10,10,10,10,10,12,10,10,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,12,12,12,-2,12
2002,717.0,630.0,43.0,6.0,111.0,7.0,115.0,16.0,372.0,2789.0,794.0,7967.0,2302.0,261.0,189.0,196.0,864.0,49.0,553.0,516.0,1066.0,53.0,900.0,821.0,509.0,250.0,1448.0,750.0,912.0,453.0,506.0,641.0,1260.0,4301.0,4438.0,739.0,5243.0,2355.0,5051.0,4538.0,22123.0,9484.0,3495.0,19801.0,5324.0,16288.0,5482.0,1421.0,297.0,,125.0,941.0,1230.0,,163.0,1408.0,,2149.0,1401.0,1405.0,2536.0,538.0,835.0,834.0,942.0,11.0,6169.0,2453.0,3152.0,227.0,4171.0,3091.0,59.0,12987.0,6002.0,22140.0,672.0,34349.0,10635.0,6349.0,9559.0,10213.0,1844.0,926.0,7555.0,4945.0,55263.0,3300.0,4460.0,6252.0,246.0,5563.0,2704.0,949.0,252.0,102.0,633.0,,18.0,10,10,10,10,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,-2,10,10,10,11,10,10,11,12,10,10,10,10,10,10,10,12,10,10,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,12,12,12,-2,12
2003,710.0,625.0,46.0,,116.0,7.0,120.0,13.0,332.0,2640.0,675.0,7394.0,2242.0,246.0,142.0,186.0,732.0,41.0,500.0,485.0,1053.0,43.0,708.0,797.0,440.0,186.0,1302.0,663.0,705.0,340.0,461.0,568.0,1126.0,3929.0,4255.0,710.0,5439.0,2229.0,4001.0,4835.0,23738.0,8667.0,3667.0,19724.0,5300.0,15680.0,5531.0,1067.0,276.0,,127.0,890.0,1146.0,,174.0,1396.0,,1863.0,1348.0,1119.0,2432.0,549.0,745.0,714.0,933.0,,5899.0,1946.0,2864.0,241.0,4058.0,2865.0,45.0,11864.0,5505.0,20686.0,618.0,35445.0,10554.0,6353.0,9296.0,10342.0,1690.0,819.0,7797.0,4693.0,55975.0,3136.0,4520.0,5879.0,271.0,5274.0,2519.0,871.0,237.0,88.0,606.0,,19.0,10,10,10,11,10,12,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,-2,10,10,10,11,10,10,11,12,10,10,10,10,10,10,10,11,10,10,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,12,12,12,-2,12
2004,716.0,617.0,53.0,8.0,114.0,3.0,140.0,18.0,253.0,2638.0,617.0,7463.0,2114.0,213.0,140.0,177.0,668.0,53.0,493.0,446.0,1026.0,47.0,675.0,725.0,433.0,214.0,1328.0,691.0,786.0,433.0,485.0,584.0,1074.0,3877.0,3999.0,776.0,5362.0,2040.0,4614.0,5011.0,23286.0,9772.0,3769.0,20110.0,5576.0,17341.0,5426.0,1132.0,275.0,0.0,147.0,887.0,1019.0,,169.0,1274.0,,2108.0,1426.0,1053.0,2755.0,500.0,677.0,382.0,991.0,,5175.0,2138.0,2565.0,272.0,4111.0,2864.0,29.0,11408.0,5236.0,20265.0,559.0,34736.0,10452.0,6633.0,9861.0,9834.0,1730.0,897.0,8113.0,4346.0,57503.0,3053.0,4928.0,5606.0,253.0,5506.0,3344.0,1156.0,290.0,104.0,864.0,,27.0,10,10,10,10,10,12,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,10,10,11,12,10,10,10,10,10,10,10,11,10,10,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,12,12,12,-2,12
2005,684.0,604.0,61.0,7.0,119.0,5.0,130.0,21.0,315.0,2569.0,612.0,7398.0,2089.0,239.0,115.0,187.0,536.0,50.0,497.0,474.0,1078.0,45.0,666.0,689.0,450.0,223.0,1384.0,819.0,885.0,359.0,510.0,568.0,1034.0,3883.0,3916.0,844.0,5274.0,2233.0,4553.0,4952.0,23688.0,10146.0,3815.0,20235.0,5766.0,16130.0,5233.0,1023.0,333.0,0.0,124.0,930.0,979.0,,181.0,1351.0,,1958.0,1449.0,1027.0,2323.0,491.0,697.0,359.0,1009.0,,5290.0,2193.0,2210.0,238.0,3969.0,2773.0,36.0,11187.0,5597.0,20620.0,588.0,35083.0,10393.0,6584.0,9630.0,9876.0,1728.0,911.0,8189.0,4268.0,57972.0,2987.0,4964.0,5608.0,255.0,5491.0,3342.0,1123.0,282.0,107.0,855.0,,26.0,10,10,10,10,10,12,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,10,10,11,12,10,10,10,10,10,10,10,11,10,10,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,12,12,12,-2,12
2006,664.0,599.0,54.0,6.0,116.0,5.0,139.0,28.0,375.0,2761.0,651.0,7626.0,2129.0,233.0,100.0,180.0,404.0,48.0,488.0,469.0,995.0,43.0,646.0,700.0,401.0,217.0,1524.0,878.0,958.0,338.0,481.0,584.0,1024.0,3981.0,4049.0,981.0,4962.0,2140.0,4683.0,5163.0,23116.0,9061.0,3602.0,21972.0,5075.0,14263.0,5077.0,1033.0,440.0,0.0,137.0,929.0,952.0,,180.0,1443.0,,2010.0,1436.0,1010.0,2336.0,474.0,703.0,379.0,998.0,,5836.0,2449.0,2049.0,260.0,4078.0,2446.0,41.0,11819.0,5260.0,20846.0,670.0,34799.0,10515.0,6388.0,9528.0,10172.0,1816.0,913.0,8162.0,4340.0,57695.0,2912.0,5175.0,5710.0,269.0,5360.0,3307.0,1085.0,282.0,103.0,844.0,,25.0,10,10,10,12,10,12,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,10,10,11,12,10,10,10,10,10,10,10,11,10,10,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,12,12,12,-2,12
2007,653.0,585.0,38.0,6.0,107.0,8.0,134.0,29.0,400.0,2987.0,688.0,7913.0,2223.0,250.0,82.0,182.0,363.0,51.0,431.0,418.0,895.0,46.0,620.0,608.0,374.0,212.0,1561.0,892.0,988.0,352.0,622.0,604.0,1047.0,3921.0,3946.0,754.0,4806.0,2229.0,4921.0,5070.0,22273.0,9281.0,3388.0,21634.0,5893.0,15454.0,4676.0,985.0,518.0,,123.0,890.0,971.0,,192.0,1525.0,3.0,1972.0,1382.0,974.0,2234.0,503.0,670.0,402.0,997.0,,5955.0,2560.0,2028.0,253.0,4014.0,2291.0,34.0,12257.0,5365.0,20039.0,726.0,34910.0,10901.0,6704.0,9583.0,10605.0,1787.0,896.0,8405.0,4477.0,59000.0,2917.0,5296.0,5699.0,255.0,5560.0,3211.0,1048.0,269.0,97.0,848.0,,26.0,10,10,10,12,10,12,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,10,10,10,11,10,10,10,12,10,10,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,12,12,12,-2,12
2008,668.0,610.0,30.0,6.0,135.0,18.0,121.0,41.0,457.0,2999.0,746.0,7725.0,2167.0,243.0,85.0,149.0,316.0,63.0,369.0,444.0,780.0,48.0,622.0,550.0,405.0,189.0,1545.0,875.0,906.0,331.0,573.0,570.0,922.0,3692.0,3937.0,693.0,4648.0,2312.0,5187.0,4709.0,21004.0,9843.0,3402.0,22057.0,6261.0,16123.0,5361.0,1010.0,624.0,,143.0,844.0,1077.0,,183.0,1377.0,4.0,2009.0,1370.0,945.0,2026.0,493.0,791.0,367.0,1014.0,6.0,5656.0,2311.0,1817.0,250.0,3982.0,1941.0,36.0,12182.0,5306.0,20314.0,706.0,35264.0,11191.0,6580.0,9899.0,11181.0,1868.0,1045.0,8586.0,4223.0,59932.0,2891.0,5234.0,5964.0,254.0,5529.0,3478.0,1140.0,292.0,104.0,872.0,,29.0,10,10,10,12,10,12,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,10,10,10,11,10,10,10,12,10,10,10,10,10,10,10,12,10,10,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,12,12,12,-2,12
2009,730.0,582.0,23.0,8.0,128.0,13.0,92.0,36.0,404.0,2346.0,651.0,6339.0,2145.0,219.0,66.0,111.0,226.0,45.0,276.0,336.0,531.0,38.0,568.0,398.0,309.0,95.0,1153.0,554.0,628.0,221.0,315.0,389.0,711.0,2901.0,3405.0,586.0,3762.0,1883.0,4112.0,4202.0,22200.0,10114.0,3360.0,21299.0,5459.0,16116.0,5198.0,855.0,467.0,,123.0,729.0,1003.0,,152.0,920.0,5.0,1865.0,1214.0,686.0,2313.0,499.0,790.0,265.0,1002.0,9.0,4443.0,1506.0,1479.0,244.0,3781.0,1467.0,20.0,10210.0,4792.0,17250.0,603.0,33760.0,11121.0,6611.0,9920.0,11516.0,1718.0,888.0,8385.0,3730.0,60793.0,2838.0,5012.0,5682.0,266.0,5555.0,3103.0,986.0,266.0,92.0,761.0,,24.0,10,10,12,12,10,12,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,10,10,10,11,10,10,12,10,10,10,10,10,10,10,10,12,10,10,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,12,12,12,-2,12
2010,699.0,590.0,32.0,6.0,140.0,13.0,73.0,21.0,266.0,1983.0,654.0,5314.0,2163.0,225.0,80.0,103.0,194.0,39.0,256.0,333.0,439.0,33.0,603.0,422.0,307.0,90.0,1017.0,479.0,568.0,208.0,269.0,322.0,650.0,2696.0,3409.0,588.0,3709.0,2153.0,3821.0,4279.0,23576.0,10053.0,3381.0,23587.0,5299.0,17517.0,4677.0,841.0,312.0,0.0,110.0,696.0,903.0,0.0,140.0,874.0,,1457.0,1179.0,607.0,2387.0,396.0,410.0,186.0,1085.0,10.0,3494.0,1684.0,1286.0,216.0,3400.0,1205.0,16.0,9686.0,4786.0,16597.0,585.0,34111.0,11206.0,6195.0,10086.0,11388.0,1671.0,870.0,8596.0,3835.0,62903.0,2854.0,5007.0,5671.0,269.0,5149.0,2897.0,884.0,227.0,82.0,710.0,,22.0,10,10,10,12,10,12,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,10,10,11,10,10,10,10,10,10,10,10,12,10,10,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,12,12,12,-2,12
