,Crop Production,Animal Production and Aquaculture,Forestry and Logging,"Fishing, Hunting and Trapping",Support Activities for Agriculture and Forestry,Oil and Gas Extraction,Mining (except Oil and Gas),Support Activities for Mining,Utilities,Construction of Buildings,Heavy and Civil Engineering Construction,Specialty Trade Contractors,Food Manufacturing,Beverage and Tobacco Product Manufacturing,Textile Mills,Textile Product Mills,Apparel Manufacturing,Leather and Allied Product Manufacturing,Wood Product Manufacturing,Paper Manufacturing,Printing and Related Support Activities,Petroleum and Coal Products Manufacturing,Chemical Manufacturing,Plastics and Rubber Products Manufacturing,Nonmetallic Mineral Product Manufacturing,Primary Metal Manufacturing,Fabricated Metal Product Manufacturing,Machinery Manufacturing,Computer and Electronic Product Manufacturing,"Electrical Equipment, Appliance, and Component Manufacturing",Transportation Equipment Manufacturing,Furniture and Related Product Manufacturing,Miscellaneous Manufacturing,"Merchant Wholesalers, Durable Goods","Merchant Wholesalers, Nondurable Goods",Wholesale Electronic Markets and Agents and Brokers,Motor Vehicle and Parts Dealers,Furniture and Home Furnishings Stores,Electronics and Appliance Stores,Building Material and Garden Equipment and Supplies Dealers,Food and Beverage Stores,Health and Personal Care Stores,Gasoline Stations,Clothing and Clothing Accessories Stores,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",General Merchandise Stores,Miscellaneous Store Retailers,Nonstore Retailers,Air Transportation,Rail Transportation,Water Transportation,Truck Transportation,Transit and Ground Passenger Transportation,Pipeline Transportation,Scenic and Sightseeing Transportation,Support Activities for Transportation,Postal Service,Couriers and Messengers,Warehousing and Storage,Publishing Industries (except Internet),Motion Picture and Sound Recording Industries,Broadcasting (except Internet),Telecommunications,"Data Processing, Hosting, and Related Services",Other Information Services,Monetary Authorities-Central Bank,Credit Intermediation and Related Activities,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",Insurance Carriers and Related Activities,"Funds, Trusts, and Other Financial Vehicles",Real Estate,Rental and Leasing Services,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),"Professional, Scientific, and Technical Services",Management of Companies and Enterprises,Administrative and Support Services,Waste Management and Remediation Services,Educational Services,Ambulatory Health Care Services,Hospitals,Nursing and Residential Care Facilities,Social Assistance,"Performing Arts, Spectator Sports, and Related Industries","Museums, Historical Sites, and Similar Institutions","Amusement, Gambling, and Recreation Industries",Accommodation,Food Services and Drinking Places,Repair and Maintenance,Personal and Laundry Services,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",Private Households,"Executive, Legislative, and Other General Government Support","Justice, Public Order, and Safety Activities",Administration of Human Resource Programs,Administration of Environmental Quality Programs,"Administration of Housing Programs, Urban Planning, and Community Development",Administration of Economic Programs,Space Research and Technology,National Security and International Affairs,Crop Production Flags,Animal Production and Aquaculture Flags,Forestry and Logging Flags,"Fishing, Hunting and Trapping Flags",Support Activities for Agriculture and Forestry Flags,Oil and Gas Extraction Flags,Mining (except Oil and Gas) Flags,Support Activities for Mining Flags,Utilities Flags,Construction of Buildings Flags,Heavy and Civil Engineering Construction Flags,Specialty Trade Contractors Flags,Food Manufacturing Flags,Beverage and Tobacco Product Manufacturing Flags,Textile Mills Flags,Textile Product Mills Flags,Apparel Manufacturing Flags,Leather and Allied Product Manufacturing Flags,Wood Product Manufacturing Flags,Paper Manufacturing Flags,Printing and Related Support Activities Flags,Petroleum and Coal Products Manufacturing Flags,Chemical Manufacturing Flags,Plastics and Rubber Products Manufacturing Flags,Nonmetallic Mineral Product Manufacturing Flags,Primary Metal Manufacturing Flags,Fabricated Metal Product Manufacturing Flags,Machinery Manufacturing Flags,Computer and Electronic Product Manufacturing Flags,"Electrical Equipment, Appliance, and Component Manufacturing Flags",Transportation Equipment Manufacturing Flags,Furniture and Related Product Manufacturing Flags,Miscellaneous Manufacturing Flags,"Merchant Wholesalers, Durable Goods Flags","Merchant Wholesalers, Nondurable Goods Flags",Wholesale Electronic Markets and Agents and Brokers Flags,Motor Vehicle and Parts Dealers Flags,Furniture and Home Furnishings Stores Flags,Electronics and Appliance Stores Flags,Building Material and Garden Equipment and Supplies Dealers Flags,Food and Beverage Stores Flags,Health and Personal Care Stores Flags,Gasoline Stations Flags,Clothing and Clothing Accessories Stores Flags,"Sporting Goods, Hobby, Musical Instrument, and Book Stores Flags",General Merchandise Stores Flags,Miscellaneous Store Retailers Flags,Nonstore Retailers Flags,Air Transportation Flags,Rail Transportation Flags,Water Transportation Flags,Truck Transportation Flags,Transit and Ground Passenger Transportation Flags,Pipeline Transportation Flags,Scenic and Sightseeing Transportation Flags,Support Activities for Transportation Flags,Postal Service Flags,Couriers and Messengers Flags,Warehousing and Storage Flags,Publishing Industries (except Internet) Flags,Motion Picture and Sound Recording Industries Flags,Broadcasting (except Internet) Flags,Telecommunications Flags,"Data Processing, Hosting, and Related Services Flags",Other Information Services Flags,Monetary Authorities-Central Bank Flags,Credit Intermediation and Related Activities Flags,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities Flags",Insurance Carriers and Related Activities Flags,"Funds, Trusts, and Other Financial Vehicles Flags",Real Estate Flags,Rental and Leasing Services Flags,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works) Flags,"Professional, Scientific, and Technical Services Flags",Management of Companies and Enterprises Flags,Administrative and Support Services Flags,Waste Management and Remediation Services Flags,Educational Services Flags,Ambulatory Health Care Services Flags,Hospitals Flags,Nursing and Residential Care Facilities Flags,Social Assistance Flags,"Performing Arts, Spectator Sports, and Related Industries Flags","Museums, Historical Sites, and Similar Institutions Flags","Amusement, Gambling, and Recreation Industries Flags",Accommodation Flags,Food Services and Drinking Places Flags,Repair and Maintenance Flags,Personal and Laundry Services Flags,"Religious, Grantmaking, Civic, Professional, and Similar Organizations Flags",Private Households Flags,"Executive, Legislative, and Other General Government Support Flags","Justice, Public Order, and Safety Activities Flags",Administration of Human Resource Programs Flags,Administration of Environmental Quality Programs Flags,"Administration of Housing Programs, Urban Planning, and Community Development Flags",Administration of Economic Programs Flags,Space Research and Technology Flags,National Security and International Affairs Flags
2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-1
2001,0.228838392,0.133343049,0.140786199,,0.18876587,,0.119815913,0.125547529,0.052763858,0.174077603,0.190222977,0.166030557,0.114593727,0.100532397,0.11040968,0.115290054,0.160652106,0.11720457,0.121307639,0.097943583,0.098250134,0.175093575,0.070488667,0.094629464,0.111660148,0.078392316,0.104338917,0.074109689,0.094828619,0.100613365,0.076174689,0.106970488,0.108957882,0.106102241,0.117791899,0.140849533,0.132766421,0.145205145,0.129799891,0.120756225,0.131232268,0.118789195,0.177456135,0.144875443,0.147279673,0.137470489,0.149709515,0.137492138,0.125754375,,0.152841639,0.15524592,0.088962,,0.231725103,0.132319703,,0.071473714,0.106598289,0.108670896,0.173283738,0.131402098,0.148818219,0.126713249,0.170532373,0.033293904,0.09034196,0.103247883,0.092760299,0.065640569,0.104986857,0.135529052,0.110141668,0.126857989,0.092468027,0.211501953,0.101767387,0.096141484,0.136795694,0.118058265,0.112538744,0.135211466,0.189574581,0.087315948,0.175303438,0.123791129,0.18022896,0.140493101,0.14579355,0.133434043,0.178082102,0.071005809,0.04703631,0.049081031,0.051043611,0.049253695,0.053556184,,0.053723711,10,10,10,11,10,11,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,10,10,10,11,10,10,11,12,10,10,10,10,10,10,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,12,12,12,-2,12
2002,0.222136731,0.13123203,0.121807468,,0.167051355,,0.103869263,,0.040516512,0.165016669,0.185292924,0.157564413,0.099232644,0.098987706,0.101736842,0.114173825,0.155744138,0.107870095,0.106623793,0.080191592,0.084512609,0.16024838,0.068203755,0.087888065,0.104711868,0.081449582,0.091793075,0.059031877,0.088759364,0.08003694,0.085670381,0.091997702,0.094999361,0.097010803,0.106949048,0.119885071,0.120725211,0.136773055,0.129150664,0.116579225,0.130599075,0.124063447,0.169672458,0.139977275,0.14547964,0.130216718,0.136970752,0.121826851,0.111253368,,0.125521448,0.145963419,0.080111757,,0.252594419,0.104463339,,0.067189897,0.103343381,0.087727496,0.162275356,0.110959626,0.105428522,0.085339504,0.144420438,0.022481338,0.076251244,0.085670188,0.09642899,0.106674659,0.092240424,0.119162113,0.076720327,0.107539593,0.086866193,0.199348849,0.099468425,0.088507557,0.12547755,0.109348441,0.107507204,0.127258842,0.16921339,0.07990894,0.181422605,0.111642409,0.173767945,0.129228779,0.136049579,0.116716192,0.166511509,0.067296454,0.044824736,0.045817305,0.048086081,0.050155784,0.060199047,,0.061913525,10,10,10,11,10,11,10,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,-2,10,10,10,11,10,10,11,12,10,10,10,10,10,10,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,12,12,12,-2,12
2003,0.208202147,0.122337038,0.118369048,0.238636364,0.176543339,,0.107052832,0.12742953,0.041500375,0.159446601,0.195894433,0.15627632,0.095282821,0.092628428,0.090113025,0.098522566,0.148632804,0.112667774,0.106771429,0.075211865,0.086717979,0.175739024,0.065321206,0.086501346,0.097412236,0.063966963,0.081884554,0.06564415,0.126856508,0.074502179,0.10714781,0.094287474,0.089309646,0.095833498,0.103798641,0.118025171,0.114227412,0.131528482,0.142497355,0.10825339,0.112477558,0.124088641,0.161428614,0.13763073,0.153239837,0.118051192,0.132752952,0.116871213,0.112534676,,0.150400659,0.143149398,0.078603829,,0.221094509,0.099772582,,0.073483559,0.097767358,0.081771218,0.145591767,0.111737891,0.121292915,0.106252914,0.105830589,0.023376738,0.080566056,0.090059277,0.084339942,0.126397089,0.092242575,0.115271262,0.080460464,0.106475443,0.089758582,0.193466502,0.101614193,0.090522491,0.119979126,0.087313306,0.100834063,0.12192178,0.179868785,0.081950549,0.181060911,0.114624461,0.168980811,0.131852636,0.129531111,0.112914879,0.167547551,0.076555434,0.044582491,0.044310608,0.046528064,0.044540914,0.050190259,,0.051637002,10,10,10,10,10,11,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,-2,10,10,10,11,10,10,11,12,10,10,10,10,10,10,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,12,12,10,-2,12
2004,0.209713787,0.120280764,0.135184971,,0.196595477,,0.132990536,0.148612613,0.042344136,0.168902786,0.192737118,0.156146358,0.097466421,0.096205993,0.104771892,0.115519236,0.155364093,0.101740238,0.112563591,0.076571885,0.089751062,0.19366369,0.067611353,0.099508446,0.094512023,0.078362071,0.091007518,0.071762224,0.100832122,0.079250959,0.110584403,0.107928203,0.092990716,0.095769292,0.106757253,0.119024548,0.123056204,0.138372563,0.13000037,0.113736736,0.112315492,0.113311206,0.152469416,0.140085976,0.141161549,0.116064343,0.133677712,0.11379799,0.082813636,,0.162649158,0.158904014,0.08313966,,0.230392241,0.112065341,,0.077430411,0.090315909,0.088034447,0.141021734,0.084697817,0.065206691,0.095796692,0.084236809,0.041046292,0.087869163,0.098292994,0.082442921,0.088803634,0.092461271,0.120565728,0.10001447,0.112981238,0.092780212,0.190554371,0.104442141,0.092909365,0.122238946,0.092222473,0.106066154,0.117069266,0.184615854,0.076656157,0.172361033,0.123458855,0.166164082,0.122962577,0.13196899,0.118033513,0.156967945,0.07693212,0.049304945,0.050022864,0.0533174,0.048516,0.055738267,,0.069152882,10,10,10,11,10,11,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,10,10,10,11,10,10,11,12,10,10,10,10,10,10,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,12,12,10,-2,12
2005,0.211190386,0.121924855,0.114880829,,0.17941614,,0.125658406,0.186434911,0.047003937,0.160862438,0.187614062,0.15322084,0.10162167,0.097156621,0.097807533,0.109521356,0.146703202,0.115650808,0.109776609,0.076365402,0.095039184,0.189590406,0.066072071,0.093825747,0.090062994,0.069284567,0.088533566,0.070035456,0.068804268,0.08355193,0.108103282,0.103709432,0.092521413,0.095532546,0.103753733,0.117027763,0.123285532,0.140490916,0.124333853,0.117382418,0.117294017,0.117927449,0.145077446,0.136757983,0.15003767,0.125074581,0.132979903,0.117948039,0.079251382,,0.155209091,0.152559369,0.088362879,,0.215438244,0.105007693,,0.076333333,0.100526892,0.111789154,0.145690579,0.098813756,0.067951709,0.118270654,0.091255495,0.047199037,0.106298617,0.089073095,0.08918655,0.121782961,0.094514745,0.123770354,0.095416899,0.115267947,0.090364504,0.19280915,0.097968404,0.088132875,0.117518086,0.085312649,0.100553118,0.115217506,0.169861682,0.07781048,0.163685252,0.11809745,0.168228999,0.120761449,0.130805142,0.121505275,0.152318194,0.065843657,0.045671415,0.045658595,0.047666597,0.052654808,0.047220958,,0.051075472,10,10,10,11,10,11,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,10,10,10,11,10,10,11,12,10,10,10,10,10,10,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,12,12,10,-2,12
2006,0.195017548,0.106915123,0.110675258,,0.175929559,,0.113210177,0.168621918,0.03871683,0.155753744,0.182516079,0.144264559,0.098043288,0.095261126,0.098253702,0.099912718,0.135136309,0.134623216,0.099944828,0.07511932,0.085011819,0.183358087,0.066785271,0.084660335,0.08804972,0.071558629,0.088494454,0.071276296,0.069717055,0.083260318,0.077881923,0.104034474,0.087220114,0.090492741,0.098994105,0.114555304,0.112989755,0.137249529,0.130163049,0.110368727,0.107241576,0.105077268,0.139490701,0.146227594,0.135373755,0.125503165,0.14402124,0.114844308,0.08427888,,0.156138433,0.140077273,0.088943008,,0.193668976,0.098746215,,0.077335281,0.100511429,0.121813961,0.1425484,0.096566978,0.061569016,0.101304723,0.101306074,0.047335983,0.099769684,0.083603872,0.086460322,0.105080638,0.096289951,0.125564139,0.103351941,0.110989687,0.091000247,0.193614536,0.094012716,0.087639312,0.11202298,0.096097187,0.104163342,0.111490724,0.175625829,0.085871461,0.155107322,0.117340624,0.166028285,0.116255371,0.128044622,0.116924886,0.140610296,0.061607845,0.053560574,0.050814116,0.053799823,0.052143998,0.052782434,,0.062538462,10,10,10,11,10,11,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,10,10,10,11,10,10,11,12,10,10,10,10,10,10,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,12,12,10,-2,12
2007,0.198409129,0.113748629,0.098892097,,0.110469079,,0.106953413,0.189915094,0.037304822,0.15549504,0.175358503,0.144396753,0.100298905,0.097145851,0.093515162,0.095408516,0.126632183,0.120146435,0.100434807,0.071234951,0.091135975,0.1829,0.067034369,0.086577711,0.093021006,0.08529519,0.087763296,0.068833498,0.067771246,0.088739141,0.149306521,0.098742189,0.091028254,0.088744836,0.096997151,0.115265379,0.113999341,0.129600098,0.112783664,0.103466472,0.108090819,0.102032982,0.143439024,0.145297454,0.141346092,0.117695233,0.148556104,0.109047129,0.09976413,,0.124276797,0.133953231,0.090173249,,0.201994334,0.101031424,,0.074344617,0.09776684,0.110635386,0.135512021,0.087248005,0.067242829,0.09526186,0.101135244,0.049659079,0.093806309,0.082850315,0.091633223,0.089955001,0.094555247,0.130137726,0.091245665,0.110483805,0.090260125,0.19494018,0.095151267,0.088883754,0.114753508,0.107705844,0.104793158,0.114209422,0.168365948,0.091719963,0.156816289,0.119329324,0.161992744,0.113499845,0.126520041,0.119042119,0.138202795,0.062117704,0.051917264,0.051941858,0.053439874,0.055228494,0.058074994,,,10,10,10,11,10,11,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,10,10,10,11,10,10,11,12,10,10,10,10,10,10,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,12,12,10,-2,11
2008,0.196988913,0.113906699,0.111476274,,0.114484457,,0.121843716,0.27786964,0.038526214,0.157570558,0.185660816,0.144016212,0.09200522,0.106083763,0.089994615,0.100257888,0.115278345,0.118003089,0.0991562,0.066953124,0.091374238,0.188007,0.074765259,0.086142476,0.092247669,0.099612053,0.090480576,0.067514627,0.061265576,0.083972535,0.112281614,0.098893513,0.08531649,0.085272243,0.090553057,0.110291304,0.110055466,0.128759097,0.105696491,0.092823697,0.102005737,0.100296292,0.133269795,0.13674888,0.125812514,0.107880981,0.123798854,0.109339986,0.106289727,,0.114522239,0.126336768,0.084282633,,0.210378743,0.09769417,,0.075299369,0.089228932,0.094114758,0.136001025,0.081196811,0.107678421,0.092317818,0.10037778,0.040806107,0.075808287,0.084235177,0.077918241,0.078840759,0.090791426,0.121013364,0.086929306,0.101222094,0.085754585,0.183702545,0.092425069,0.085756124,0.109731951,0.072267826,0.093471895,0.112305108,0.169157259,0.082376519,0.156377167,0.112945602,0.157472786,0.111761286,0.124364231,0.114775332,0.132510421,0.056991955,0.048724667,0.048976207,0.049981833,0.051266565,0.052718413,,,10,10,10,11,10,11,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,10,10,10,11,10,10,11,12,10,10,10,10,10,10,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,12,12,10,-2,11
2009,0.195041473,0.099877334,0.090188679,,0.118955856,,0.089712032,0.152114943,0.027628176,0.1450672,0.162478744,0.133902542,0.08279243,0.088276364,0.067248298,0.083620244,0.091604138,0.08107767,0.09243794,0.046301029,0.07094703,0.195367476,0.066102531,0.06261562,0.085773416,0.052142466,0.069339836,0.047528207,0.048096733,0.055299817,0.057967749,0.073321887,0.067342808,0.070074699,0.07402028,0.086818695,0.093321909,0.098565946,0.082145532,0.078798663,0.093955982,0.083486469,0.12476767,0.121708023,0.107965698,0.092219006,0.121118081,0.092888283,0.058876874,,0.091730285,0.111284648,0.077611763,,0.204301757,0.081502241,,0.05096229,0.068513895,0.071281478,0.12600952,0.059052278,0.074415126,0.066705049,0.079284515,0.049274931,0.059786437,0.070197591,0.059288886,0.061265218,0.074755422,0.099549162,0.062314086,0.083356975,0.075305873,0.156960637,0.07630511,0.076645061,0.103024454,0.07500501,0.084003627,0.097053549,0.144050895,0.07062131,0.151932432,0.104101369,0.149509388,0.102575271,0.110244354,0.095836431,0.131760901,0.052137835,0.035225187,0.034976493,0.035985348,0.036973456,0.039001457,,,10,10,10,11,10,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,10,10,10,11,10,10,11,10,10,10,10,10,10,10,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,12,12,10,-2,11
